,e_id,email_body,subject_line,user
3535,_735.subject,"Hi guys,  Just wanted to check to see if there is a ""go by"" affiliate EPC contract,  destined to be 97 10 compliant? I'm ready to start working on it from ENA's  standpoint. Thanks,",97 10 form epc contract,mann-k
3536,_741.subject,"Here at Enron the lawyers generate risk memos in connection with  transactions, summarizing the more important legal risks in a deal. I've  been taking notes along the way, but I will be asking you for your thoughts  here shortly. A discussion will be all I'm looking for at this time. Thanks,",VEPCO,mann-k
3537,_746.subject,"How does everybody look for a discussion concerning the VEPCO interconnection  agreement on Tuesday, Sept 19? I've checked with Christi, Mitch and Reagan, so they don't need to confirm. Details to follow... Thanks,",VEPCO interconnection agreement,mann-k
3538,_755.subject,"Hi Sheila,  Shall we try to get the Enron groups together to discuss the approach we want  to take with GE in our next phone call? If so, please advise of any time you  have available on Monday, and I'll get it set up. Thanks,",GE Meeting/ premeeting,mann-k
3539,_767.subject,"Lisa Bills and Brian Barto are also invited. I haven't heard from anyone  yet. Please call the list around 200 to see if people are available. Also,  can you find a conference room? Thanks,",Tomorrow's GE phone call/ TODAY's meeting to prepare?,mann-k
3540,_77.subject,"This is the most current information I have on specifications. I sent Ben and Mike an email about the 12th slot, but haven't heard from  either one of them. By the way, I was asking about whether the changes I had suggested for the  transformer contract had been included in the Calumet equipment purchase   terms, as I was confident the changes are in this agreement. Kay",Option Amendment,mann-k
3541,_787.subject,"Hi Sara,  I believe we still have an interest in using an Enron form as a go by for the  Enron/Peoples activities. If you can give me what you are comfortable with,  I will make sure it is transmitted with the appropriate caveats,  confidentiality restrictions, etc. Thanks,",ISDA for Peoples/Enron activities,mann-k
3542,_789.subject,"Hi Cle,  We need a revolving loan agreement between Midwest (now enovate) and Enron. Please call me at your convenience to discuss (713 345 7566). Thanks,",Enron/Midwest Energy Hub,mann-k
3543,_791.subject,"Hi Allyson,  Someone was asking which of the information we have filed is public  information. Is the petition itself public? What else would be public? I know this is a variation to the ""what is confidential"" question. Once  again, your assistance is appreciated. Kay",CPCN public information,mann-k
3544,_798.subject,"This is a very rough draft based on an agreement done previously with a jv  company. I'm sending it for Enron review only, since I haven't even read the  entire thing yet. I thought you might want to take a look at it to see what  you think, and to consider the scope of the services to be provided. As for legal services, one alternative would be to have the services provided  by an outside law firm, not associated with either principal. Could you forward me what you received from Clement regarding the corporate  guaranty issue? I would like to see what's the latest in that regard. Thanks,",Services agreement,mann-k
3545,_799.subject,"I think all of us who deal with assets are running across confidentiality  hurdles in all kinds of agreements, including confidentiality agreements. In  short, our business people need the ability to disclose agreements to  potential purchasers of projects, contracts and assets, and not all of our  forms allow this. I'm trying to include an exception for ""potential lenders and investors""  whenever I can (instead of just lenders). Does someone have a more artful or  effective solution? Just wanted to share the thought so that more eyes could be watching for the  issue. Kay",Confidentiality provisions in various forms,mann-k
3546,_801.subject,"Hi Guys,  I'm trying to figure out what info we submitted from which turbine  contracts. Could someone please identify the contract and what was sent to  Allyson? Thanks,",VEPCO CPCN proceeding,mann-k
3547,_812.subject,"I need to set up a conference call with the outside lawyer who will be  drafting the lease (and other docs). Who would like to participate in the  call? How about Thursday am? Thanks,",Edgecombe land lease,mann-k
3548,_82.subject,"Hi Sheila,  I'm happy to take care of this, I just want to make sure I'm not stepping on  anyone's toes. Is anyone else working on this? Kay",ENRON LETTER OF CREDIT REQUEST,mann-k
3549,_820.subject,"What do you think of this? (sorry it isn't redlined yet)  (b) Intra-Day Scheduling. Buyer may, upon at least four (4) Hours minimum= =20 advance notice to Seller, request changes to a Schedule by way of an=20 Intra-Day Schedule Notice. Any such changes shall be in increments of at=20 least 50 MW and may not exceed the Contract Capacity nor reduce the Schedul= e=20 to less than four (4) Hours. If the Intra-Day Schedule Notice requires an= =20 increase in the Scheduled Energy per the Day-Ahead Schedule Notice, Seller= =20 shall, at its sole discretion determine whether to dispatch the Facility or= =20 provide Energy from Market Sources. Seller shall use commercially reasonab= le=20 efforts to provide Buyer with a price to accommodate Buyer=01,s Intra-Day= =20 Schedule Notice. Such price shall include lost profit from any transaction= =20 which would be cancelled in order to accommodate Buyer=01,s Intra-Day Sched= ule=20 Notice, plus all additional costs (whether direct or indirect); provided,= =20 however, that such costs shall be limited to costs actually incurred by=20 Seller (including cost of cover, penalties, liquidated damages, cancellatio= n=20 charges or the like due to another Person) with respect to (i) transactions= =20 entered into by Seller with other Persons prior to receipt of Buyer=01,s=20 Intra-Day Schedule Notice (provided that such transactions and the terms=20 thereof can be verified in an audit to be performed in accordance with=20 Section 8.3, (ii) transactions that must be entered into by Seller in order= =20 to accommodate Buyer=01,s Intra-Day Schedule Notice or (iii) extra costs=20 incurred in operating the Facility to accommodate such notice. For the=20 avoidance of doubt, such costs shall not include Seller=01,s lost opportuni= ty=20 costs with respect to transactions that Seller may have been able to obtain= =20 but were not entered into by Seller prior to receipt of the Intra-Day=20 Schedule Notice. If Buyer accepts Seller=01,s price, then the Schedule sha= ll be=20 revised to reflect the changes. If Seller is unable to accommodate Buyer=01= ,s=20 Intra-Day Schedule Notice, such Hours shall not be included as Scheduled=20 Energy for the purpose of determining the Forced Outage Rate. Seller shall= =20 have the right, but not the obligation, to resell any Energy not taken by= =20 Buyer due to a decrease in Energy pursuant to an Intra-Day Schedule Notice= =20 provided, however, that the revenues from any such sales will be offset=20 against the additional costs to be charged to Buyer as provided in this=20 Section 3.4(c). (d)",VEPCO scheduling,mann-k
